"S.","Title","Location","Date","Area","Incident.Area","Open.Close.Location","Target","Cause","Summary","Shooter.status","No..of.shooter.suspect","Fatalities","Injured","Total.victims","Policeman.Killed","Age","Employeed..Y.N.","Employed.at","Mental.Health.Issues","Race","Gender","Latitude","Longitude","Month","Year","Day","MJ.Summary","Prior.MH","MH.Details","Legal.Weapons","Obtained.Where","Weapon.Type","Weapon.Details","Main.Source","MH.Source","Extra.Source","Shooting.Type","State"
82,"Navistar International","Melrose Park, Illinois","02/05/01","Former Workplace","Navistar in Melrose Park","Close","Coworkers","Unemployement","On February 5, 2001, a 66-year-old fired employee arrived at his former workplace at Navistar in Melrose Park, Illinois with firearms, forced his way past security and began shooting at supervisors and coworkers before committing suicide. He had been scheduled to begin a prison sentence the next day on charges of stealing from his employer.","committed suicide","one",5,4,9,0,"66",0,"-999","No","Black, Black American or African American","Male",41.90289602,-87.8643021,2,2001,5,"Fired employee William D. Baker, 66, opened fire at his former Navistar workplace before committing suicide.","No","He had a criminal past, including a sexual assault conviction.","Yes","Some purchased from Pepper Sports in Glen Ellyn, Ill. ","Two rifles, one revolver, one shotgun","SKS 1954R, .30-caliber Winchester rifles; 12-gauge Remington pump-action shotgun; .38-caliber revolver","http://articles.chicagotribune.com/2001-02-07/news/0102070122_1_navistar-gun-law-hunting-rifle; http://www.vpc.org/studies/wgun010205.htm","http://articles.chicagotribune.com/2001-02-07/news/0102070122_1_navistar-gun-law-hunting-rifle","http://articles.chicagotribune.com/2001-02-07/news/0102070122_1_navistar-gun-law-hunting-rifle; http://www.vpc.org/studies/wgun010205.htm","Mass","Illinois"
83,"Trolley Square","Salt Lake City, Utah","02/12/07","Public area","Trolley Square","Open","random","Religion/Race Related","On February 12, 2007, an 18-year-old refugee and high school drop out in Salt Lake City, Utah arrived at Trolley Square and began shooting at the crowd. He killed five and wounded four others before being shot and killed by police. The incident was thought to be an attack of religious radicalism.","killed","one",5,4,9,0,"18",-999,"-999","-999","White, White American or European American","Male",40.77787404,-111.9312168,2,2007,12,"Sulejman Talović, 18, rampaged through the shopping center until he was shot dead by police.","Unclear","According to one relative, he was violent and had the mental capacity of a child. (But accounts from others did not indicate this about the shooter.)","Unknown","Purchased variously from Sportsman's Fast Cash in West Valley City, Utah and individuals ","One revolver, one shotgun","Mossberg Maverick 88 Field shotgun; .38-caliber Smith & Wesson M36 revolver","http://www.deseretnews.com/article/660205647/Ex-relative-calls-Talovic-vicious-troubled.html?pg=all; http://www.cbsnews.com/stories/2007/02/15/national/main2480419.shtml; http://www.cbsnews.com/8301-201_162-2823327.html","http://www.deseretnews.com/article/660205647/Ex-relative-calls-Talovic-vicious-troubled.html?pg=all","http://www.deseretnews.com/article/660205647/Ex-relative-calls-Talovic-vicious-troubled.html?pg=all; http://www.cbsnews.com/stories/2007/02/15/national/main2480419.shtml; http://www.cbsnews.com/8301-201_162-2823327.html","Mass","Utah"
84,"Kirkwood City Hall","Kirkwood, Missouri","02/07/08","City Hall","City Hall Building","Open+Close","Policeman+Council Member","Terrorism","On February 7, 2008, a 52-year-old construction worker entered the City Hall building in Kirkwood, Missouri and opened fire on a police officer, taking the officer's gun and continuing on to the commencing city council meeting. He began shooting at the council members and reporters, killing five and wounding two others before being killed by police. The mayor suffered wounds that he died from several months later. /Charles ""Cookie"" Lee Thornton, 52, went on a rampage at the city hall before being shot and killed by police.","killed","one",5,2,7,0,"52",1,"-999","No","Black, Black American or African American","Male",38.57889169,-90.42023754,2,2008,7,"Charles ""Cookie"" Lee Thornton, 52, went on a rampage at the city hall before being shot and killed by police.","No","He was known for histrionics and disruptions at city council meetings. His mounting debt was a stressor.","No","Taken in burglary and from fallen police officer","One semiautomatic handgun, one revolver",".40-caliber Smith & Wesson semiautomatic handgun; .44 Magnum Smith & Wesson Model 29 revolver","http://www.stltoday.com/news/local/crime-and-courts/charles-lee-cookie-thornton-behind-the-smile/article_be96f13c-78b9-11df-bfdc-0017a4a78c22.html; http://www.nytimes.com/2008/02/08/us/08missouri.html; http://nl.newsbank.com/nl-search/we/Archives?p_product=SL&p_theme=sl&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=11F1CADA291472F0&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trackval=GooglePM","http://www.stltoday.com/news/local/crime-and-courts/charles-lee-cookie-thornton-behind-the-smile/article_be96f13c-78b9-11df-bfdc-0017a4a78c22.html","http://www.stltoday.com/news/local/crime-and-courts/charles-lee-cookie-thornton-behind-the-smile/article_be96f13c-78b9-11df-bfdc-0017a4a78c22.html; http://www.nytimes.com/2008/02/08/us/08missouri.html; http://nl.newsbank.com/nl-search/we/Archives?p_product=SL&p_theme=sl&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=11F1CADA291472F0&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trackval=GooglePM","Mass","Missouri"
85,"Northern Illinois University shooting","DeKalb, Illinois","02/14/08","School","Lecture Hall","Close","Students","Terrorism","Steven Kazmierczak, 27, opened fire in a lecture hall, then shot and killed himself before police arrived.","committed suicide","one",5,21,26,0,"27",-999,"-999","Yes","White, White American or European American","Male",41.9294736,-88.7503647,2,2008,14,"Steven Kazmierczak, 27, opened fire in a lecture hall, then shot and killed himself before police arrived.","Yes","He had a long history of mental health struggles; after high school, his parents placed him at a psychiatric treatment center. He told friends he left the Army after six months due to a psychological discharge. ","Yes","Online and gun retailers in Champaign, Ill. ","Three semiautomatic handguns, one shotgun","9mm Glock 19, Hi-Point CF380, 9mm Kurz SIG Sauer P232 semiautomatic handguns; 12-gauge Remington Sportsman 48 sawed-off shotgun","http://www.huffingtonpost.com/jonathan-fast/steve-kazmierczak-the-sec_b_87031.html; http://www.msnbc.msn.com/id/23171567/ns/us_news-crime_and_courts/t/college-shooters-deadly-rampage-baffles-friends/#.UFEZnhhgspQ; http://www.nytimes.com/slideshow/2008/02/14/us/0214-SHOOTING_index.html?ref=schoolshooting&gwh=B62598A5487B946A532C5846B4A85156; www.niu.edu/feb14report/Feb14report.pdf","http://www.cbsnews.com/stories/2008/02/16/national/main3840072.shtml; http://www.esquire.com/news-politics/a4863/steven-kazmierczak-0808/","http://www.huffingtonpost.com/jonathan-fast/steve-kazmierczak-the-sec_b_87031.html; http://www.msnbc.msn.com/id/23171567/ns/us_news-crime_and_courts/t/college-shooters-deadly-rampage-baffles-friends/#.UFEZnhhgspQ; http://www.nytimes.com/slideshow/2008/02/14/us/0214-SHOOTING_index.html?ref=schoolshooting&gwh=B62598A5487B946A532C5846B4A85156; www.niu.edu/feb14report/Feb14report.pdf","Mass","Illinois"
86,"Rivermark, Santa Clara, California","Santa Clara, California","03/29/09","Home","Home","Close","Family","Psycho","On March 29, 2009, a 42-year-old web analytics technician for Yahoo! in Santa Clara, California began shooting in his home. He killed his two children, his brother-in-law, sister-in-law, and their infant daughter before committing suicide. He was found to have a growing brain tumor during the autopsy.","committed suicide","one",5,1,6,0,"42",1,"Yahoo","No","Asian or Asian American","Male",37.36463172,-121.9679315,3,2009,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California"
87,"IHOP shooting","Carson City, Nevada","09/06/11","Restaurant","International House of Pancakes Restaurant","Close","random","Terrorism","Eduardo Sencion, 32, opened fire at an International House of Pancakes restaurant and later died from a self-inflicted gunshot wound. /On September 6, 2011, a 32-year old man arrived at a local strip mall in Carson City, Nevada. He got out and shot and wounded a man on a motorcycle. He then walked inside the center's IHOP restaurant and shot eleven people, four of them fatally. Then he left the restaurant and began shooting into nearby businesses, injuring no one. When police arrived, the shooter turned the gun of himself.","committed suicide","one",5,7,12,0,"32",-999,"-999","Yes","Latino","Male",39.1637984,-119.7674034,9,2011,6,"Eduardo Sencion, 32, opened fire at an International House of Pancakes restaurant and later died from a self-inflicted gunshot wound.","Yes","He was diagnosed with paranoid schizophrenia as a teenager and feared demons were out to get him.","Yes","Purchased from an individual","Two rifles (both assault), one revolver","AK-47 Norinco Arms variant, AK-47 Romarm Cugir variant rifles; .38-caliber Colt revolver","http://www.huffingtonpost.com/2011/11/03/eduardo-sencion-ihop-shooter_n_1073677.html; http://www.lasvegassun.com/news/2011/sep/06/report-seven-shot-inside-carson-city-ihop/; http://www.lasvegassun.com/news/2011/oct/23/nv-gun-laws-rampage-2nd-ld-writethru/","http://www.huffingtonpost.com/2011/11/03/eduardo-sencion-ihop-shooter_n_1073677.html","http://www.huffingtonpost.com/2011/11/03/eduardo-sencion-ihop-shooter_n_1073677.html; http://www.lasvegassun.com/news/2011/sep/06/report-seven-shot-inside-carson-city-ihop/; http://www.lasvegassun.com/news/2011/oct/23/nv-gun-laws-rampage-2nd-ld-writethru/","Mass","Nevada"
88,"Ensley Birmingham","Birmingham, Alabama","01/29/12","Home","Home","Close","random","Terrorism","Three teenagers attempted to rob a house in the early morning of January 29, 2012. Five people were in the house playing cards, and each was shot to death in the back of the head; four of their bodies were found naked in bedroom, and one had been shot 12 times.","-999","group",5,0,5,0,"-999",-999,"-999","No","Black, Black American or African American","Male",33.5282865,-86.79550448,1,2012,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama"
89,"Su Jung Health Sauna shooting","Norcross, Georgia","02/22/12","Salon, Spa","Spa","Close","Family","Anger","Jeong Soo Paek, 59, returned to a Korean spa from which he'd been kicked out after an altercation. He gunned down two of his sisters and their husbands before committing suicide.","committed suicide","one",5,0,5,0,"59",-999,"-999","Yes","Asian or Asian American","Male",33.9412127,-84.2135309,2,2012,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia"
90,"Cafe in Seattle","Seattle, Washington","05/30/12","Restaurant","-999","Close","random","Psycho","On May 30, 2012, a 40-year old man went to a coffee shop in Seattle, Washington, where he was asked to leave due to his belligerent behaviour the previous week. The man opened fire and killed four people and injured another one. He then fled and later killed a female motorist, taking off with her SUV. Five hours later, while he was being confronted by police, he killed himself with a gunshot.","committed suicide","one",5,1,6,0,"40",-999,"-999","Yes","White, White American or European American","Male",47.62199575,-122.323646,5,2012,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington"
91,"South Valley Residence","Albuquerque, New Mexico","01/19/13","Home","Home","Close","Family","Psycho","On January 19, 2013, a 15-year old homeschooled student shot and killed his mother and three younger siblings in their residential home in South Valley, New Mexico. The shooter then waited up five hours for his father, a former pastor, to arrive home. When the father got home, the son shot him several times and killed him. Apparently, he was planning to go on a killing spree afterwards. Instead he went to church and was later arrested.","arrested","one",5,0,5,0,"15",-999,"-999","Yes","Other","Male",35.15290522,-106.7791378,1,2013,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico"
92,"Mohawk Valley shootings","Herkimer County, New York","03/13/13","Public area","Other","Open+Close","random","Psycho","Kurt Myers, 64, shot six people in neighboring towns, killing two in a barbershop and two at a car care business, before being killed by officers in a shootout after a nearly 19-hour standoff. / On March 13, 2013, an unemployed 64-year old man set his apartment on fire in Mohawk village, New York, before he went into a local barbershop and shot four people, killing two and wounding two others. Afterwards, the shooter drove to Herkimer village, where he shot and killed to other people at a local car servicing business. After the rampage, he holed up in an abandoned building where he had a standoff with police for 18 hours until he was shot and killed.","-999","one",5,2,7,-999,"64",-999,"-999","No","White, White American or European American","Male",43.045601,-74.984891,3,2013,13,"Kurt Myers, 64, shot six people in neighboring towns, killing two in a barbershop and two at a car care business, before being killed by officers in a shootout after a nearly 19-hour standoff.","No","-","Yes","Frank's Guns in Marcy, NY","Shotgun","Unknown","https://www.nyspnews.com/article_display.cfm?article_id=29584","http://poststar.com/news/local/state-and-regional/cops-kill-suspect-in-deadly-mohawk-valley-shooting-rampage/article_15260208-8bf5-11e2-b2d9-0019bb2963f4.html","https://www.nyspnews.com/article_display.cfm?article_id=29584","Mass","New York"
93,"Santa Monica College","Santa Monica, California","06/07/13","Home + Public Area","Other","Open+Close","random","Psycho","On June 7, 2013, a 23-year old killed his father and brother at their family home and then set the home on fire in Santa Monica, California. He then forced a motorist to drive him to the Santa Monica College campus. On his way there he fired at commuters. During a 13-minute shooting spree spanning roughly 1.5 miles he killed three other people and three others wounded by gun shot. The shooter was killed by the police in the Santa Monica College library.","killed","one",5,3,8,0,"23",-999,"-999","Yes","White, White American or European American","Male",34.02319149,-118.4815644,6,2013,7,"John Zawahri, 23, armed with a homemade assault rifle and high-capacity magazines, killed his brother and father at home and then headed to Santa Monica College, where he was eventually killed by police.","Yes","He was known as a solitary teen who regularly ditched class and had an interest in assault weapons; he had been admitted to UCLA's psychiatric ward for a brief period.","Yes ","Assembled a rifle out of component parts.","Assault rifle, high capacity magazines, antique handgun
",".223-caliber semi-automatic assault rifle, about 40 high capacity magazines, ""black powder"" handgun (likely antique)","http://www.cbsnews.com/8301-504083_162-57589327-504083/john-zawahri-suspected-gunman-in-deadly-santa-monica-shooting-left-farewell-note-police-say/","http://www.cbsnews.com/8301-504083_162-57589327-504083/john-zawahri-suspected-gunman-in-deadly-santa-monica-shooting-left-farewell-note-police-say/   http://www.latimes.com/news/local/la-me-0611-santa-monica-shooting-20130611,0,1490078.story","http://www.cbsnews.com/8301-504083_162-57589327-504083/john-zawahri-suspected-gunman-in-deadly-santa-monica-shooting-left-farewell-note-police-say/","Mass","California"
